,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,median
507,2020-04-06 17:15:00,9.0,3.0,7.0,6.0,9.0,,6.8
1408,2020-04-06 17:15:00,1.0,-0.0,-0.0,0.0,1.0,0.0,0.4
1412,2020-04-06 17:15:00,0.0,1.0,-0.0,0.0,-0.0,,0.2
1320,2020-04-06 17:15:00,-0.0,-0.0,1.0,0.0,1.0,0.0,0.4
1371,2020-04-06 17:15:00,1.0,-0.0,-0.0,1.0,0.0,-0.0,0.4
1248,2020-04-06 17:20:00,9.0,10.0,1.0,7.0,3.0,1.0,6.0
1365,2020-04-06 17:20:00,0.0,0.0,0.0,0.0,2.0,-0.0,0.4
1471,2020-04-06 17:20:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1380,2020-04-06 17:20:00,-0.0,0.0,-0.0,-0.0,2.0,0.0,0.4
1452,2020-04-06 17:20:00,1.0,0.0,1.0,1.0,1.0,0.0,0.8
1346,2020-04-06 17:20:00,0.0,1.0,-0.0,0.0,1.0,1.0,0.4
23,2020-04-06 17:20:00,10.0,10.0,10.0,4.0,7.0,,8.2
1473,2020-04-06 17:20:00,1.0,0.0,1.0,-0.0,1.0,0.0,0.6
1462,2020-04-06 17:20:00,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
520,2020-04-06 17:25:00,8.0,5.0,9.0,2.0,4.0,,5.6
1418,2020-04-06 17:25:00,0.0,1.0,2.0,1.0,-0.0,0.0,0.8
1413,2020-04-06 17:25:00,0.0,-0.0,0.0,0.0,2.0,0.0,0.4
679,2020-04-06 17:25:00,3.0,2.0,0.0,8.0,10.0,,4.6
1291,2020-04-06 17:25:00,-0.0,-0.0,-0.0,0.0,2.0,-0.0,0.4
1385,2020-04-06 17:25:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1388,2020-04-06 17:30:00,0.0,0.0,1.0,-0.0,1.0,0.0,0.4
318,2020-04-06 17:35:00,10.0,1.0,1.0,3.0,3.0,,3.6
1305,2020-04-06 17:35:00,0.0,0.0,0.0,0.0,1.0,0.0,0.2
1289,2020-04-06 17:35:00,-0.0,-0.0,0.0,0.0,2.0,0.0,0.4
1377,2020-04-06 17:35:00,0.0,0.0,-0.0,-0.0,1.0,-0.0,0.2
1363,2020-04-06 17:35:00,0.0,0.0,-0.0,1.0,2.0,0.0,0.6
370,2020-04-06 17:35:00,10.0,9.0,8.0,3.0,8.0,,7.6
1427,2020-04-06 17:40:00,-0.0,0.0,-0.0,0.0,2.0,0.0,0.4
1389,2020-04-06 17:40:00,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
1466,2020-04-06 17:40:00,0.0,-0.0,0.0,0.0,1.0,-0.0,0.2
1349,2020-04-06 17:40:00,0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0
1373,2020-04-06 17:45:00,0.0,0.0,1.0,0.0,0.0,0.0,0.2
1419,2020-04-06 17:45:00,-0.0,0.0,-0.0,0.0,1.0,0.0,0.2
1470,2020-04-06 17:45:00,0.0,0.0,1.0,0.0,1.0,0.0,0.4
35,2020-04-06 17:50:00,10.0,10.0,4.0,6.0,4.0,,6.8
1145,2020-04-06 17:50:00,2.0,8.0,9.0,3.0,5.0,,5.4
1454,2020-04-06 17:50:00,1.0,0.0,-0.0,0.0,1.0,0.0,0.4
287,2020-04-06 17:50:00,2.0,10.0,6.0,10.0,3.0,,6.2
1337,2020-04-06 17:55:00,-0.0,0.0,-0.0,0.0,1.0,0.0,0.2
5,2020-04-06 17:55:00,6.0,10.0,5.0,4.0,9.0,,6.8
1429,2020-04-06 17:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,2020-04-06 17:55:00,4.0,5.0,7.0,2.0,7.0,,5.0
1467,2020-04-06 18:00:00,-0.0,-0.0,0.0,0.0,1.0,0.0,0.2
627,2020-04-06 18:00:00,2.0,1.0,6.0,2.0,5.0,1.0,3.2
938,2020-04-06 18:05:00,8.0,0.0,10.0,8.0,6.0,1.0,6.4
1367,2020-04-06 18:05:00,0.0,0.0,1.0,0.0,2.0,-0.0,0.6
1446,2020-04-06 18:05:00,-0.0,0.0,0.0,1.0,1.0,-0.0,0.4
1374,2020-04-06 18:10:00,-0.0,-0.0,1.0,0.0,2.0,1.0,0.6
1293,2020-04-06 18:10:00,-0.0,1.0,1.0,1.0,1.0,1.0,0.8
1447,2020-04-06 18:10:00,1.0,0.0,1.0,0.0,1.0,-0.0,0.6
1420,2020-04-06 18:15:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1348,2020-04-06 18:15:00,0.0,0.0,0.0,1.0,1.0,0.0,0.4
1308,2020-04-06 18:15:00,0.0,0.0,1.0,0.0,1.0,1.0,0.4
1333,2020-04-06 18:15:00,-0.0,1.0,-0.0,1.0,-0.0,0.0,0.4
1125,2020-04-06 18:25:00,2.0,1.0,10.0,6.0,6.0,,5.0
1457,2020-04-06 18:25:00,0.0,-0.0,0.0,0.0,2.0,0.0,0.4
1311,2020-04-06 18:25:00,0.0,-0.0,0.0,1.0,-0.0,1.0,0.2
1387,2020-04-06 18:25:00,0.0,0.0,0.0,0.0,2.0,0.0,0.4
1438,2020-04-06 18:25:00,0.0,1.0,-0.0,-0.0,2.0,0.0,0.6
1318,2020-04-06 18:30:00,0.0,-0.0,0.0,1.0,0.0,0.0,0.2
864,2020-04-06 18:40:00,6.0,4.0,10.0,6.0,9.0,1.0,7.0
1439,2020-04-06 18:40:00,1.0,1.0,0.0,0.0,1.0,1.0,0.6
1362,2020-04-06 18:40:00,-0.0,-0.0,0.0,1.0,0.0,0.0,0.2
1398,2020-04-06 18:40:00,-0.0,0.0,0.0,0.0,1.0,0.0,0.2
266,2020-04-06 18:45:00,9.0,10.0,10.0,10.0,4.0,,8.6
1464,2020-04-06 18:45:00,1.0,0.0,0.0,0.0,2.0,1.0,0.6
1330,2020-04-06 18:45:00,0.0,0.0,0.0,1.0,0.0,-0.0,0.2
1369,2020-04-06 18:50:00,0.0,0.0,-0.0,0.0,1.0,0.0,0.2
1259,2020-04-06 18:50:00,6.0,6.0,9.0,3.0,9.0,,6.6
1379,2020-04-06 18:55:00,0.0,0.0,1.0,0.0,0.0,0.0,0.2
1450,2020-04-06 18:55:00,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0
1455,2020-04-06 18:55:00,0.0,0.0,-0.0,-0.0,2.0,-0.0,0.4
585,2020-04-06 19:00:00,10.0,1.0,2.0,6.0,2.0,,4.2
1437,2020-04-06 19:00:00,-0.0,0.0,-0.0,1.0,0.0,0.0,0.2
1409,2020-04-06 19:00:00,0.0,0.0,0.0,1.0,3.0,0.0,0.8
931,2020-04-06 19:05:00,2.0,8.0,10.0,7.0,7.0,,6.8
1338,2020-04-06 19:10:00,1.0,0.0,0.0,0.0,1.0,-0.0,0.4
1340,2020-04-06 19:10:00,-0.0,1.0,0.0,0.0,1.0,0.0,0.4
972,2020-04-06 19:10:00,2.0,10.0,10.0,5.0,5.0,,6.4
1317,2020-04-06 19:10:00,-0.0,0.0,0.0,-0.0,1.0,0.0,0.2
1335,2020-04-06 19:15:00,-0.0,0.0,1.0,0.0,0.0,1.0,0.2
1294,2020-04-06 19:15:00,1.0,1.0,0.0,0.0,2.0,0.0,0.8
321,2020-04-06 19:20:00,2.0,0.0,9.0,10.0,10.0,,6.2
1434,2020-04-06 19:20:00,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
262,2020-04-06 19:30:00,2.0,1.0,6.0,0.0,1.0,,2.0
1382,2020-04-06 19:30:00,1.0,0.0,0.0,0.0,1.0,1.0,0.4
322,2020-04-06 19:30:00,1.0,8.0,10.0,2.0,5.0,,5.2
594,2020-04-06 19:40:00,7.0,0.0,9.0,8.0,5.0,,5.8
95,2020-04-06 19:45:00,3.0,3.0,8.0,7.0,1.0,,4.4
306,2020-04-06 19:45:00,2.0,5.0,10.0,10.0,2.0,,5.8
1080,2020-04-06 19:50:00,0.0,7.0,8.0,4.0,4.0,,4.6
280,2020-04-06 19:55:00,5.0,5.0,9.0,6.0,6.0,1.0,6.2
1097,2020-04-06 19:55:00,0.0,8.0,2.0,3.0,8.0,,4.2
1350,2020-04-06 20:00:00,-0.0,-0.0,0.0,-0.0,2.0,1.0,0.4
1399,2020-04-06 20:30:00,0.0,-0.0,1.0,0.0,0.0,-0.0,0.2
722,2020-04-06 20:35:00,7.0,0.0,6.0,1.0,10.0,,4.8
1236,2020-04-06 20:40:00,3.0,2.0,6.0,3.0,2.0,,3.2
1216,2020-04-06 20:40:00,1.0,4.0,0.0,4.0,7.0,,3.2
502,2020-04-06 20:40:00,10.0,5.0,7.0,6.0,5.0,,6.6
72,2020-04-06 20:45:00,10.0,10.0,3.0,4.0,5.0,,6.4
1298,2020-04-06 20:45:00,0.0,-0.0,-0.0,1.0,2.0,0.0,0.6
580,2020-04-06 21:10:00,4.0,10.0,6.0,4.0,0.0,,4.8
994,2020-04-06 21:10:00,9.0,8.0,8.0,5.0,8.0,,7.6
119,2020-04-06 21:10:00,8.0,3.0,2.0,6.0,0.0,,3.8
1444,2020-04-06 21:15:00,0.0,-0.0,1.0,0.0,1.0,0.0,0.4
389,2020-04-06 21:20:00,0.0,0.0,5.0,0.0,2.0,,1.4
373,2020-04-06 21:20:00,5.0,7.0,3.0,9.0,0.0,,4.8
1048,2020-04-06 21:20:00,10.0,2.0,1.0,7.0,2.0,,4.4
156,2020-04-06 21:25:00,6.0,6.0,4.0,3.0,7.0,,5.2
956,2020-04-06 21:30:00,10.0,5.0,1.0,8.0,4.0,,5.6
1206,2020-04-06 21:35:00,4.0,2.0,1.0,0.0,10.0,0.0,3.4
497,2020-04-06 21:45:00,10.0,5.0,2.0,8.0,5.0,,6.0
101,2020-04-06 21:45:00,9.0,10.0,7.0,3.0,0.0,,5.8
1285,2020-04-06 22:00:00,0.0,1.0,0.0,0.0,1.0,-0.0,0.4
221,2020-04-06 22:10:00,10.0,10.0,2.0,6.0,10.0,,7.6
1112,2020-04-06 22:10:00,5.0,5.0,8.0,4.0,10.0,,6.4
708,2020-04-06 22:15:00,2.0,0.0,2.0,6.0,4.0,,2.8
1213,2020-04-06 22:25:00,8.0,1.0,9.0,9.0,3.0,,6.0
434,2020-04-06 22:25:00,3.0,3.0,10.0,8.0,1.0,,5.0
825,2020-04-06 22:30:00,4.0,4.0,6.0,9.0,6.0,,5.8
353,2020-04-06 22:35:00,1.0,8.0,8.0,10.0,10.0,,7.4
610,2020-04-06 22:35:00,3.0,3.0,8.0,5.0,9.0,0.0,5.6
364,2020-04-06 22:40:00,6.0,0.0,5.0,10.0,6.0,0.0,5.4
639,2020-04-06 22:45:00,7.0,10.0,10.0,2.0,4.0,,6.6
1105,2020-04-06 22:50:00,6.0,5.0,5.0,10.0,10.0,0.0,7.2
599,2020-04-06 22:50:00,7.0,8.0,7.0,8.0,2.0,0.0,6.4
711,2020-04-06 22:55:00,9.0,10.0,7.0,6.0,2.0,,6.8
630,2020-04-06 23:15:00,10.0,0.0,3.0,5.0,5.0,,4.6
550,2020-04-06 23:20:00,3.0,6.0,10.0,10.0,1.0,,6.0
856,2020-04-06 23:35:00,7.0,9.0,1.0,4.0,5.0,,5.2
557,2020-04-06 23:35:00,4.0,10.0,7.0,9.0,1.0,,6.2
451,2020-04-06 23:35:00,4.0,6.0,6.0,10.0,5.0,,6.2
903,2020-04-06 23:40:00,8.0,2.0,5.0,1.0,7.0,,4.6
396,2020-04-06 23:45:00,9.0,5.0,1.0,8.0,8.0,,6.2
686,2020-04-07 00:00:00,3.0,0.0,3.0,5.0,2.0,,2.6
1326,2020-04-07 00:15:00,0.0,1.0,-0.0,0.0,0.0,-0.0,0.2
1141,2020-04-07 00:15:00,2.0,9.0,7.0,5.0,8.0,,6.2
1271,2020-04-07 00:35:00,0.0,10.0,4.0,6.0,3.0,,4.6
303,2020-04-07 00:45:00,9.0,0.0,8.0,1.0,10.0,0.0,5.6
140,2020-04-07 00:50:00,5.0,3.0,7.0,10.0,9.0,,6.8
782,2020-04-07 00:50:00,8.0,5.0,9.0,4.0,9.0,,7.0
439,2020-04-07 01:00:00,10.0,6.0,0.0,10.0,8.0,0.0,6.8
1238,2020-04-07 01:10:00,9.0,0.0,4.0,10.0,6.0,,5.8
494,2020-04-07 01:10:00,9.0,2.0,8.0,0.0,6.0,0.0,5.0
1240,2020-04-07 01:30:00,10.0,2.0,7.0,7.0,9.0,1.0,7.0
403,2020-04-07 01:30:00,6.0,4.0,7.0,10.0,2.0,,5.8
900,2020-04-07 01:45:00,10.0,6.0,9.0,5.0,4.0,,6.8
1375,2020-04-07 01:55:00,1.0,0.0,0.0,1.0,1.0,0.0,0.6
1066,2020-04-07 02:00:00,6.0,0.0,6.0,3.0,10.0,,5.0
217,2020-04-07 02:00:00,2.0,5.0,10.0,6.0,3.0,,5.2
694,2020-04-07 02:05:00,3.0,6.0,5.0,2.0,10.0,,5.2
705,2020-04-07 02:10:00,1.0,3.0,10.0,2.0,10.0,0.0,5.2
453,2020-04-07 02:20:00,10.0,8.0,6.0,2.0,1.0,,5.4
341,2020-04-07 02:25:00,7.0,10.0,10.0,9.0,3.0,,7.8
244,2020-04-07 02:25:00,5.0,8.0,5.0,0.0,8.0,,5.2
883,2020-04-07 02:35:00,7.0,5.0,1.0,10.0,5.0,,5.6
978,2020-04-07 02:35:00,10.0,0.0,2.0,5.0,7.0,,4.8
867,2020-04-07 02:45:00,6.0,5.0,9.0,2.0,3.0,,5.0
568,2020-04-07 02:55:00,8.0,4.0,7.0,7.0,10.0,,7.2
615,2020-04-07 03:00:00,3.0,9.0,2.0,8.0,6.0,,5.6
447,2020-04-07 03:00:00,8.0,3.0,4.0,10.0,5.0,,6.0
1211,2020-04-07 03:05:00,8.0,6.0,7.0,5.0,0.0,,5.2
375,2020-04-07 03:15:00,0.0,8.0,9.0,6.0,7.0,0.0,6.0
1157,2020-04-07 03:15:00,2.0,10.0,7.0,10.0,1.0,,6.0
141,2020-04-07 03:20:00,4.0,10.0,1.0,6.0,9.0,1.0,6.0
42,2020-04-07 03:35:00,9.0,0.0,4.0,7.0,5.0,,5.0
733,2020-04-07 03:40:00,5.0,6.0,6.0,9.0,7.0,,6.6
246,2020-04-07 03:50:00,6.0,10.0,3.0,5.0,8.0,,6.4
638,2020-04-07 03:50:00,2.0,4.0,2.0,10.0,6.0,,4.8
160,2020-04-07 03:50:00,4.0,8.0,6.0,10.0,10.0,,7.6
640,2020-04-07 04:05:00,4.0,8.0,10.0,0.0,9.0,,6.2
1070,2020-04-07 04:15:00,6.0,10.0,8.0,8.0,4.0,,7.2
1249,2020-04-07 04:20:00,6.0,3.0,6.0,1.0,10.0,,5.2
448,2020-04-07 04:25:00,5.0,2.0,7.0,2.0,10.0,,5.2
324,2020-04-07 04:30:00,1.0,7.0,5.0,7.0,0.0,,4.0
103,2020-04-07 04:30:00,9.0,9.0,10.0,7.0,1.0,,7.2
111,2020-04-07 04:30:00,0.0,0.0,0.0,0.0,2.0,,0.4
273,2020-04-07 04:30:00,4.0,2.0,10.0,1.0,5.0,,4.4
67,2020-04-07 04:35:00,1.0,6.0,10.0,10.0,7.0,1.0,6.8
916,2020-04-07 04:35:00,2.0,4.0,6.0,3.0,9.0,,4.8
617,2020-04-07 04:40:00,6.0,7.0,3.0,1.0,10.0,,5.4
663,2020-04-07 04:40:00,6.0,3.0,9.0,6.0,9.0,,6.6
833,2020-04-07 04:40:00,8.0,3.0,0.0,2.0,6.0,,3.8
524,2020-04-07 04:50:00,9.0,7.0,3.0,7.0,10.0,,7.2
818,2020-04-07 04:55:00,3.0,5.0,6.0,10.0,2.0,,5.2
1015,2020-04-07 05:05:00,8.0,9.0,4.0,1.0,8.0,,6.0
927,2020-04-07 05:05:00,4.0,5.0,9.0,0.0,7.0,,5.0
195,2020-04-07 05:05:00,9.0,10.0,4.0,2.0,1.0,,5.2
418,2020-04-07 05:10:00,3.0,10.0,10.0,4.0,7.0,,6.8
416,2020-04-07 05:15:00,3.0,3.0,10.0,6.0,3.0,,5.0
1204,2020-04-07 05:30:00,5.0,3.0,8.0,8.0,7.0,,6.2
1233,2020-04-07 05:40:00,10.0,5.0,4.0,7.0,2.0,,5.6
741,2020-04-07 06:00:00,4.0,10.0,8.0,0.0,6.0,,5.6
50,2020-04-07 06:20:00,3.0,3.0,8.0,4.0,1.0,,3.8
269,2020-04-07 06:25:00,4.0,8.0,0.0,10.0,10.0,,6.4
828,2020-04-07 06:50:00,2.0,1.0,3.0,5.0,9.0,,4.0
153,2020-04-07 06:50:00,2.0,10.0,7.0,2.0,6.0,,5.4
409,2020-04-07 06:50:00,7.0,9.0,7.0,6.0,9.0,,7.6
574,2020-04-07 07:00:00,5.0,10.0,4.0,6.0,6.0,,6.2
121,2020-04-07 07:05:00,5.0,1.0,7.0,7.0,6.0,,5.2
383,2020-04-07 07:05:00,7.0,8.0,7.0,3.0,0.0,,5.0
90,2020-04-07 07:05:00,4.0,5.0,10.0,9.0,10.0,,7.6
570,2020-04-07 07:30:00,3.0,10.0,8.0,9.0,5.0,,7.0
763,2020-04-07 07:45:00,9.0,7.0,3.0,0.0,5.0,,4.8
129,2020-04-07 07:45:00,4.0,10.0,3.0,5.0,7.0,1.0,5.8
1118,2020-04-07 07:50:00,5.0,1.0,10.0,7.0,8.0,,6.2
775,2020-04-07 08:00:00,1.0,10.0,6.0,4.0,9.0,,6.0
380,2020-04-07 08:00:00,10.0,6.0,7.0,3.0,10.0,,7.2
196,2020-04-07 08:10:00,6.0,2.0,7.0,3.0,9.0,0.0,5.4
1137,2020-04-07 08:10:00,3.0,6.0,9.0,6.0,1.0,,5.0
1193,2020-04-07 08:30:00,8.0,6.0,0.0,10.0,1.0,,5.0
969,2020-04-07 08:30:00,1.0,6.0,10.0,10.0,10.0,,7.4
888,2020-04-07 08:40:00,7.0,4.0,1.0,10.0,5.0,,5.4
895,2020-04-07 08:40:00,0.0,9.0,5.0,1.0,1.0,0.0,3.2
1186,2020-04-07 08:50:00,10.0,3.0,3.0,0.0,10.0,,5.2
523,2020-04-07 08:55:00,2.0,10.0,6.0,1.0,7.0,1.0,5.2
34,2020-04-07 08:55:00,8.0,5.0,6.0,8.0,10.0,,7.4
1187,2020-04-07 08:55:00,8.0,9.0,10.0,0.0,3.0,,6.0
1106,2020-04-07 09:05:00,1.0,3.0,9.0,10.0,6.0,,5.8
391,2020-04-07 09:15:00,5.0,3.0,9.0,10.0,10.0,,7.4
713,2020-04-07 09:15:00,3.0,0.0,7.0,9.0,6.0,,5.0
546,2020-04-07 09:15:00,3.0,10.0,10.0,1.0,7.0,1.0,6.2
79,2020-04-07 09:20:00,4.0,6.0,10.0,6.0,10.0,,7.2
559,2020-04-07 09:25:00,0.0,8.0,8.0,2.0,5.0,1.0,4.6
296,2020-04-07 09:30:00,10.0,10.0,3.0,5.0,3.0,,6.2
934,2020-04-07 09:30:00,10.0,0.0,2.0,1.0,10.0,,4.6
362,2020-04-07 09:40:00,8.0,5.0,5.0,1.0,1.0,1.0,4.0
541,2020-04-07 09:45:00,2.0,9.0,5.0,7.0,5.0,,5.6
124,2020-04-07 09:45:00,7.0,6.0,5.0,9.0,0.0,,5.4
538,2020-04-07 09:45:00,10.0,7.0,6.0,9.0,9.0,,8.2
1170,2020-04-07 09:50:00,8.0,4.0,10.0,7.0,1.0,,6.0
243,2020-04-07 09:50:00,5.0,3.0,0.0,10.0,4.0,0.0,4.4
1035,2020-04-07 09:50:00,10.0,6.0,3.0,10.0,2.0,,6.2
1127,2020-04-07 10:00:00,9.0,9.0,8.0,5.0,6.0,,7.4
188,2020-04-07 10:05:00,6.0,6.0,0.0,2.0,10.0,,4.8
562,2020-04-07 10:05:00,7.0,10.0,10.0,2.0,5.0,,6.8
1171,2020-04-07 10:10:00,1.0,10.0,9.0,4.0,9.0,,6.6
202,2020-04-07 10:20:00,9.0,9.0,9.0,5.0,6.0,,7.6
1120,2020-04-07 10:20:00,2.0,10.0,10.0,10.0,10.0,,8.4
924,2020-04-07 10:35:00,8.0,10.0,4.0,0.0,10.0,,6.4
189,2020-04-07 10:40:00,6.0,10.0,2.0,5.0,3.0,,5.2
947,2020-04-07 10:45:00,2.0,1.0,2.0,6.0,3.0,,2.8
433,2020-04-07 10:45:00,4.0,2.0,2.0,4.0,10.0,,4.4
488,2020-04-07 11:05:00,9.0,3.0,3.0,0.0,5.0,,4.0
239,2020-04-07 11:10:00,0.0,5.0,0.0,10.0,0.0,,3.0
155,2020-04-07 11:30:00,1.0,2.0,5.0,7.0,6.0,1.0,4.2
104,2020-04-07 11:30:00,4.0,6.0,4.0,3.0,3.0,,4.0
279,2020-04-07 11:40:00,3.0,1.0,10.0,0.0,2.0,,3.2
197,2020-04-07 11:40:00,6.0,9.0,5.0,8.0,10.0,,7.6
38,2020-04-07 11:45:00,8.0,1.0,3.0,4.0,3.0,,3.8
794,2020-04-07 11:45:00,6.0,6.0,4.0,10.0,6.0,0.0,6.4
182,2020-04-07 11:45:00,4.0,9.0,0.0,2.0,7.0,,4.4
744,2020-04-07 11:55:00,10.0,7.0,7.0,5.0,3.0,1.0,6.4
348,2020-04-07 11:55:00,1.0,9.0,8.0,8.0,6.0,,6.4
346,2020-04-07 11:55:00,5.0,4.0,4.0,4.0,10.0,1.0,5.4
785,2020-04-07 12:10:00,5.0,0.0,5.0,8.0,10.0,,5.6
831,2020-04-07 12:10:00,2.0,10.0,9.0,4.0,4.0,,5.8
1200,2020-04-07 12:15:00,1.0,8.0,6.0,0.0,8.0,,4.6
43,2020-04-07 12:25:00,10.0,4.0,8.0,6.0,9.0,,7.4
1119,2020-04-07 12:25:00,0.0,6.0,10.0,6.0,1.0,,4.6
1029,2020-04-07 12:25:00,3.0,8.0,4.0,8.0,2.0,,5.0
328,2020-04-07 12:35:00,6.0,4.0,3.0,5.0,2.0,1.0,4.0
7,2020-04-07 12:40:00,6.0,9.0,10.0,10.0,1.0,1.0,7.2
431,2020-04-07 12:40:00,4.0,10.0,2.0,8.0,10.0,,6.8
419,2020-04-07 12:45:00,10.0,5.0,7.0,7.0,10.0,,7.8
737,2020-04-07 12:45:00,7.0,5.0,0.0,6.0,10.0,,5.6
1038,2020-04-07 13:00:00,0.0,2.0,5.0,0.0,4.0,0.0,2.2
693,2020-04-07 13:05:00,10.0,6.0,10.0,0.0,2.0,,5.6
406,2020-04-07 13:05:00,10.0,9.0,4.0,4.0,4.0,,6.2
236,2020-04-07 13:10:00,4.0,2.0,1.0,2.0,10.0,1.0,3.8
1178,2020-04-07 13:15:00,5.0,3.0,10.0,5.0,4.0,1.0,5.4
634,2020-04-07 13:15:00,5.0,9.0,8.0,8.0,10.0,,8.0
1241,2020-04-07 13:20:00,4.0,10.0,9.0,5.0,4.0,1.0,6.4
496,2020-04-07 13:20:00,6.0,5.0,9.0,1.0,4.0,,5.0
228,2020-04-07 13:30:00,4.0,7.0,7.0,4.0,5.0,,5.4
73,2020-04-07 13:30:00,6.0,9.0,7.0,7.0,0.0,,5.8
2,2020-04-07 13:30:00,6.0,9.0,10.0,3.0,1.0,,5.8
907,2020-04-07 13:40:00,4.0,1.0,6.0,10.0,10.0,1.0,6.2
656,2020-04-07 13:40:00,6.0,9.0,8.0,9.0,5.0,,7.4
749,2020-04-07 13:40:00,10.0,9.0,6.0,8.0,5.0,,7.6
369,2020-04-07 13:55:00,10.0,7.0,6.0,0.0,2.0,,5.0
1100,2020-04-07 14:05:00,10.0,1.0,4.0,10.0,7.0,,6.4
521,2020-04-07 14:15:00,7.0,2.0,3.0,6.0,8.0,1.0,5.2
428,2020-04-07 14:20:00,2.0,10.0,10.0,3.0,10.0,,7.0
410,2020-04-07 14:25:00,2.0,10.0,8.0,6.0,2.0,1.0,5.6
415,2020-04-07 14:35:00,7.0,5.0,10.0,2.0,0.0,1.0,4.8
1017,2020-04-07 14:40:00,4.0,5.0,10.0,9.0,6.0,,6.8
177,2020-04-07 14:40:00,10.0,8.0,4.0,1.0,7.0,,6.0
89,2020-04-07 14:50:00,1.0,8.0,7.0,1.0,5.0,,4.4
1052,2020-04-07 15:00:00,10.0,6.0,8.0,3.0,6.0,,6.6
880,2020-04-07 15:15:00,4.0,10.0,4.0,6.0,10.0,,6.8
65,2020-04-07 15:25:00,0.0,0.0,8.0,1.0,9.0,1.0,3.6
1198,2020-04-07 15:25:00,4.0,4.0,1.0,1.0,1.0,0.0,2.2
892,2020-04-07 15:35:00,8.0,1.0,5.0,9.0,7.0,,6.0
1251,2020-04-07 15:35:00,9.0,1.0,9.0,7.0,6.0,,6.4
1148,2020-04-07 15:45:00,10.0,3.0,3.0,7.0,4.0,,5.4
0,2020-04-07 15:50:00,6.0,3.0,1.0,3.0,3.0,,3.2
17,2020-04-07 15:55:00,4.0,8.0,7.0,6.0,3.0,,5.6
1071,2020-04-07 16:00:00,10.0,9.0,3.0,3.0,8.0,,6.6
971,2020-04-07 16:15:00,5.0,10.0,7.0,4.0,8.0,,6.8
1034,2020-04-07 16:30:00,8.0,1.0,3.0,4.0,8.0,,4.8
46,2020-04-07 16:35:00,4.0,0.0,10.0,7.0,2.0,0.0,4.6
432,2020-04-07 16:35:00,9.0,5.0,6.0,8.0,3.0,,6.2
800,2020-04-07 16:40:00,2.0,0.0,4.0,7.0,2.0,,3.0
436,2020-04-07 16:55:00,10.0,9.0,9.0,9.0,4.0,,8.2
997,2020-04-07 17:00:00,10.0,8.0,10.0,8.0,4.0,,8.0
93,2020-04-07 17:10:00,7.0,6.0,4.0,2.0,9.0,,5.6
263,2020-04-07 17:10:00,5.0,4.0,5.0,8.0,10.0,,6.4
170,2020-04-07 17:15:00,10.0,10.0,2.0,4.0,0.0,1.0,5.2
145,2020-04-07 17:15:00,6.0,10.0,7.0,2.0,4.0,,5.8
165,2020-04-07 17:15:00,0.0,10.0,0.0,7.0,2.0,,3.8
941,2020-04-07 17:30:00,3.0,7.0,7.0,1.0,6.0,,4.8
573,2020-04-07 17:30:00,4.0,10.0,10.0,6.0,10.0,,8.0
554,2020-04-07 17:40:00,5.0,3.0,6.0,6.0,3.0,,4.6
1136,2020-04-07 17:55:00,10.0,1.0,4.0,0.0,10.0,,5.0
657,2020-04-07 17:55:00,0.0,0.0,5.0,5.0,5.0,,3.0
183,2020-04-07 18:05:00,9.0,0.0,2.0,1.0,8.0,,4.0
532,2020-04-07 18:10:00,10.0,2.0,2.0,10.0,4.0,,5.6
413,2020-04-07 18:15:00,8.0,7.0,8.0,10.0,10.0,,8.6
310,2020-04-07 18:20:00,10.0,4.0,10.0,7.0,8.0,,7.8
1024,2020-04-07 18:35:00,9.0,6.0,1.0,6.0,1.0,,4.6
1012,2020-04-07 18:40:00,0.0,1.0,10.0,2.0,2.0,,3.0
115,2020-04-07 18:45:00,3.0,9.0,7.0,4.0,7.0,,6.0
566,2020-04-07 18:50:00,3.0,7.0,8.0,3.0,8.0,,5.8
53,2020-04-07 19:00:00,0.0,5.0,6.0,6.0,1.0,,3.6
1164,2020-04-07 19:05:00,2.0,8.0,1.0,3.0,7.0,,4.2
1268,2020-04-07 19:05:00,5.0,5.0,10.0,10.0,10.0,,8.0
583,2020-04-07 19:30:00,5.0,6.0,0.0,6.0,10.0,,5.4
814,2020-04-07 19:35:00,6.0,1.0,10.0,5.0,7.0,,5.8
372,2020-04-07 19:45:00,2.0,1.0,10.0,8.0,10.0,,6.2
102,2020-04-07 19:50:00,10.0,10.0,1.0,8.0,4.0,1.0,6.6
491,2020-04-07 20:00:00,9.0,4.0,3.0,7.0,0.0,,4.6
1126,2020-04-07 20:10:00,10.0,9.0,4.0,9.0,1.0,,6.6
405,2020-04-07 20:10:00,1.0,8.0,2.0,4.0,0.0,,3.0
